night,observationStartMJD,azimuth,altitude,rotTelPos,rotSkyPos,filter,band,scheduler_note,survey
2863,64070.08640677079,331.7598492094979,54.16267991381862,-14.175112058503625,79.93706677286752,r_57,r,"DD:COSMOS, 20340417, 3, 8301",DDF
2864,64070.967457581835,281.5142041658444,32.05260148282382,-10.290379462114563,41.59791462443703,r_57,r,"twilight_near_sun, 0",twilight
2865,64072.09143037549,326.1052181044502,52.76125763508806,-0.7195320117626967,61.809273420155776,r_57,r,"DD:COSMOS, 20340419, 3, 8305",DDF
2867,64073.96498726489,1.5139530071968461,66.82883091848286,7.8189109913220385,83.34693349316149,r_57,r,greedy r,WFD (greedy)
2870,64076.963133824705,32.513974410955214,61.50966111824132,15.36522321571751,102.32766674733908,r_57,r,greedy r,WFD (greedy)
2871,64077.96266174751,51.54596248424541,44.59117048729214,-4.651388954650213,137.1932403741651,r_57,r,greedy r,WFD (greedy)
2872,64078.96229071153,278.26586844079605,32.76064219446736,-57.67824638876923,87.35344261514112,z_20,z,"twilight_near_sun, 0",twilight
2874,64080.96066600712,355.2973248821656,67.73864809830609,-44.81004318434053,130.56199316826095,r_57,r,greedy r,WFD (greedy)
2877,64083.959000692885,16.16091805788386,57.14040454406015,-11.102481239081516,114.90721132431636,r_57,r,greedy r,WFD (greedy)
2878,64084.95846222028,11.346706282839087,57.218277607414315,4.221739693155454,95.45182864239038,r_57,r,greedy r,WFD (greedy)
2879,64085.957959249674,12.84711448406997,58.452700180079766,-59.12578129460681,160.08633398050836,r_57,r,greedy r,WFD (greedy)
2880,64086.95782354832,280.14777365751627,32.42706636826316,-40.68949933713751,71.2933527264999,r_57,r,"twilight_near_sun, 0",twilight
2883,64089.955913472295,18.073337382287445,66.68167936902036,-19.429195990030603,125.02190634187303,r_57,r,greedy r,WFD (greedy)
2884,64090.955810635096,293.0143562936058,32.1430649866187,5.778412348678946,31.351101049339473,i_39,i,"twilight_near_sun, 0",twilight
2885,64091.95507295808,30.51414310855006,65.75727765303321,-32.38096696802724,148.64824191034884,r_57,r,greedy r,WFD (greedy)
2886,64092.95464954856,0.0114031859608291,67.63431265450377,-56.0912376186531,145.98283978714954,r_57,r,greedy r,WFD (greedy)
2887,64093.954222716166,354.80096699372297,57.00374479397654,53.64399648460091,31.73877181567438,r_57,r,greedy r,WFD (greedy)
2888,64094.95414147757,290.1505716518954,31.560989918016386,-47.05956312764879,82.67020094482163,r_57,r,"twilight_near_sun, 0",twilight
2889,64095.95346964837,31.130891902454113,50.74295344305749,-44.13134341734312,160.6926575428623,r_57,r,greedy r,WFD (greedy)
2891,64097.952718975524,334.5282770261003,72.97527634609453,58.69295690682326,8.5927150319361,r_57,r,"ToO, neutrino, r, 1112, i2, 868",ToO
2896,64103.202669992344,69.00026972090579,64.8243696935824,57.520823624556826,91.16996175820475,u_24,u,"pair_33, ug, bs 52, a",WFD (pairs)
2897,64103.950964671916,320.20131359319026,70.50197191793363,-35.00442651007538,90.01282469521526,r_57,r,"ToO, neutrino, r, 1112, i7, 879",ToO
2898,64104.95057996018,24.392795699304415,66.37695940273784,15.890026986574506,95.19077207350666,r_57,r,greedy r,WFD (greedy)
2899,64105.95050026348,45.34519737003892,62.46722376070776,-8.759463370593146,137.28343665790692,r_57,r,greedy r,WFD (greedy)
2902,64108.94971247459,342.6513253680422,67.8683133477544,-41.1839016148965,115.96924504628987,r_57,r,greedy r,WFD (greedy)
2903,64109.949590507924,355.1871183518358,55.868055655535926,60.33299215822256,25.41842055933551,r_57,r,greedy r,WFD (greedy)
2904,64110.949722680736,290.4857141513756,31.390554839546347,-14.574942391273474,50.36658891634746,i_39,i,"twilight_near_sun, 0",twilight
2905,64111.94919013294,4.299606857920619,68.17752102600538,19.041389224920895,74.64867342855601,r_57,r,greedy r,WFD (greedy)
2906,64112.94912718035,5.478453891139829,68.20654516827183,57.2908827370724,37.43315671618013,r_57,r,greedy r,WFD (greedy)
2907,64113.94899579908,4.003177608925683,67.5594573029296,-51.97511430050541,145.40692626918536,r_57,r,greedy r,WFD (greedy)
2909,64115.949182984245,78.83077498737119,37.66514539670284,8.441974978833212,141.0803908246599,r_57,r,greedy r,WFD (greedy)
2914,64120.94864704381,41.409325380146655,40.68178876983181,-4.690471817476157,130.14254494281937,r_57,r,greedy r,WFD (greedy)
2915,64121.948575023045,26.30295728747614,51.916811196296244,-40.65484219470041,153.25610075606184,r_57,r,greedy r,WFD (greedy)
2916,64122.94890548199,285.9342876027104,33.91420990288972,-30.820745145406143,64.1736862855026,i_39,i,"twilight_near_sun, 0",twilight
2919,64125.94858753607,15.534892887820323,68.69765292233346,26.41170530824993,77.15371288987598,r_57,r,greedy r,WFD (greedy)
2920,64126.9490550113,287.6137458106516,33.45384181299456,59.82686813971034,334.4358897039818,r_57,r,"twilight_near_sun, 0",twilight
2923,64129.94890164861,15.213846514222046,69.11318493381211,22.2916749397137,81.02337681242638,r_57,r,greedy r,WFD (greedy)
2927,64133.949405613595,16.74022254923398,69.33745417981545,12.01247514546672,92.66087758955717,r_57,r,greedy r,WFD (greedy)
2928,64135.32464094886,31.138585435737536,71.21004933819259,-15.018205041130102,132.5145106340405,u_24,u,"pair_33, ug, bs 52, a",WFD (pairs)
2929,64135.94986190534,32.18254950987178,45.22000981037193,24.340289281934556,93.51359566451158,r_57,r,greedy r,WFD (greedy)
2930,64136.950096290755,45.68931764825872,36.92541346677721,11.852259236867079,117.20553265180733,r_57,r,greedy r,WFD (greedy)
2931,64137.950526838955,282.6200384061453,74.67323009635432,-35.50993747116845,55.96671871061467,r_57,r,greedy r,WFD (greedy)
2932,64138.95067903428,288.27814992487356,33.05328921254977,7.4906912922270505,27.161944350661184,r_57,r,"twilight_near_sun, 0",twilight
2933,64139.95056048916,9.058392653528383,54.74109269651625,46.65874055970369,51.225325928739046,r_57,r,greedy r,WFD (greedy)
2934,64140.950798946855,24.830289541340964,49.87418885977774,20.778131062488377,90.73390521009202,r_57,r,greedy r,WFD (greedy)
2935,64141.95101752214,24.00412150390056,50.066909901798226,-2.6209735328736885,113.43347873922234,r_57,r,greedy r,WFD (greedy)
2939,64145.951967902736,33.912499397417804,66.66977692214155,-57.41882158312868,176.83673727525874,r_57,r,greedy r,WFD (greedy)
2941,64148.091336709746,299.45716756766336,76.39784095445354,-32.652150478531254,68.05923388911174,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
2946,64152.95383359697,20.28968628554483,65.74487744026072,-19.77759497134516,127.44920503007117,r_57,r,greedy r,WFD (greedy)
2948,64154.95471978227,302.3357716450895,30.83258477252585,55.00717461007116,347.4335967530847,i_39,i,"twilight_near_sun, 0",twilight
2949,64155.9548075159,332.57210085364443,74.09121818243352,46.28798677042512,19.32657953880365,r_57,r,greedy r,WFD (greedy)
2951,64157.95538174051,20.76267298478918,68.63728809745723,34.68498188284453,73.54589221463314,r_57,r,greedy r,WFD (greedy)
2952,64158.95603460664,296.7644434143759,31.81514425235035,-42.20939637136454,81.51598117718548,z_20,z,"twilight_near_sun, 0",twilight
2953,64159.956359198404,63.98303083059497,67.57404502526161,50.493172818817655,94.72000831973307,r_57,r,greedy r,WFD (greedy)
2954,64160.95633289638,12.08272874301723,72.67586063839707,3.984110980053803,96.83152263870097,r_57,r,greedy r,WFD (greedy)
2955,64161.956677599745,17.520423334341103,70.64176624218102,-17.97630272354208,123.49342668774888,r_57,r,greedy r,WFD (greedy)
2956,64162.95756745408,269.91116381175783,27.512633236049062,-41.34144459118602,68.54752984263187,r_57,r,"twilight_near_sun, 0",twilight
2977,64183.96431255008,353.34185642199,72.77467952378292,27.010841003113576,57.24472824429909,r_57,r,greedy r,WFD (greedy)
2978,64184.964691797424,349.4713955713029,68.0503603291715,27.31918014052283,53.64872769439356,r_57,r,greedy r,WFD (greedy)
2980,64186.96585700548,279.7389704903771,33.13759379202868,13.597541223757762,16.91782352418229,z_20,z,"twilight_near_sun, 0",twilight
2981,64187.96574379173,350.25813484341523,68.36784042705216,-25.188707042505964,106.84268712375956,r_57,r,greedy r,WFD (greedy)
2982,64188.96614148982,1.68231982957396,73.33504042210693,-46.17335106169571,137.84268015328757,r_57,r,greedy r,WFD (greedy)
2983,64189.966448385094,357.67386351592916,67.64837684525834,14.19189253106623,73.94986984828112,r_57,r,greedy r,WFD (greedy)
2984,64190.966854648905,339.5079861314806,68.88856347565799,-50.73870434390433,123.00082316153048,r_57,r,greedy r,WFD (greedy)
2985,64191.96714543199,344.6775701862916,68.11652866450453,-29.67572458346932,106.47790166443386,r_57,r,greedy r,WFD (greedy)
2986,64192.967555059855,345.97843790513707,69.31340998368901,-51.302873685430754,129.19882209952505,r_57,r,greedy r,WFD (greedy)
2987,64193.9680837089,52.67767443406081,70.53841154460083,6.95057423568552,129.32560238181568,r_57,r,greedy r,WFD (greedy)
2988,64194.96860222641,286.39720195363805,31.977481883190695,-40.69907801581726,74.62028818802445,z_20,z,"twilight_near_sun, 0",twilight
2989,64196.3237385629,199.06016042581436,75.65288747094735,-45.51673148198659,338.422731571734,r_57,r,"DD:ELAISS1, 20340821, 2, 28108",DDF
2990,64197.20496401306,12.96803517842172,73.242448892274,36.57085751322613,65.0202484546846,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
2991,64198.20580356713,80.00372737736335,27.330761779482337,38.50065848189307,110.126141990457,r_57,r,"ToO, neutrino, r, 1142, i2, 886",ToO
2993,64200.316952605586,40.50805990482821,59.31201674163076,6.232153125902952,117.97138387442989,r_57,r,"ToO, neutrino, r, 1142, i5, 892",ToO
2998,64204.97175269353,17.848175254393173,52.354608904760816,58.36925755304276,47.263198550041245,r_57,r,greedy r,WFD (greedy)
2999,64205.972097023296,347.9240568200456,53.474203094558646,-47.358606565884735,127.08001832303029,r_57,r,greedy r,WFD (greedy)
3001,64207.972815167836,15.664785900686981,50.35372180482729,12.112903615358364,91.71327049617886,r_57,r,greedy r,WFD (greedy)
3002,64208.973067952174,343.0389215631734,72.62295132409714,-28.843673853529566,104.0151383906221,r_57,r,greedy r,WFD (greedy)
3005,64211.974465007224,63.50427964212197,58.43220962278712,33.3514774111202,109.38309712599462,r_57,r,greedy r,WFD (greedy)
3006,64212.974580010785,5.477058903171193,53.11527004942238,11.698151721816277,83.25637872815007,r_57,r,greedy r,WFD (greedy)
3007,64213.97494104828,32.617805508654456,69.19132330004462,-45.401111164170324,164.0545732964773,r_57,r,greedy r,WFD (greedy)
3008,64214.975690629224,278.77253944117314,33.3818515253322,-50.38295541292762,80.49969584600169,i_39,i,"twilight_near_sun, 0",twilight
3009,64216.32793685044,356.6171521331097,64.24509291981877,2.3232315956762752,84.63057770626232,r_57,r,"DD:XMM_LSS, 20340910, 3, 18696",DDF
3010,64216.97622262483,55.56659126508368,60.04089370940071,-24.303631202035852,161.0383713988745,r_57,r,greedy r,WFD (greedy)
3013,64219.977199107336,358.16659426337236,46.5476193608939,24.55265976866613,64.01803532761029,r_57,r,greedy r,WFD (greedy)
3014,64220.977657168616,47.326166847878454,63.60448386026977,-25.824002944837986,156.3195921214775,r_57,r,greedy r,WFD (greedy)
3015,64222.20107550512,207.4058710212607,84.96141379349878,24.490599040397885,274.4524093638583,r_57,r,"pair_33, gr, bs 37, a",WFD (pairs)
3016,64223.08934243142,353.6583511613419,74.40552618921949,55.88077343035524,28.594045175718414,i_39,i,"pair_33, iz, bs 52, a",WFD (pairs)
3017,64223.97877445618,42.36805801949655,60.14536872965141,-48.28396673349133,174.35036689940378,r_57,r,greedy r,WFD (greedy)
3018,64224.979094202856,32.180266202419965,51.57794256396826,-20.15473195951607,137.76782595499233,r_57,r,greedy r,WFD (greedy)
3019,64225.9795328278,351.4805060949924,44.42673969856253,-31.106210670525734,113.69322986450283,r_57,r,greedy r,WFD (greedy)
3021,64227.9803091994,341.5568618540871,48.856258513744386,29.866269689700946,44.255650314919436,r_57,r,greedy r,WFD (greedy)
3027,64233.98273418596,20.885037344136926,72.08727637761802,44.78422040670018,63.84517123433468,r_57,r,greedy r,WFD (greedy)
3028,64234.98377017544,257.9626101263087,33.97631984109439,12.285782376762656,8.446943561936529,r_57,r,"twilight_near_sun, 0",twilight
3029,64235.983664687716,31.98398366427244,53.30613103404076,-13.945302699271863,131.33734750764052,r_57,r,greedy r,WFD (greedy)
3030,64236.98402733388,358.7261694553617,72.95411058171196,36.710306421041395,52.34067591957344,r_57,r,greedy r,WFD (greedy)
3031,64237.984708478405,50.59956762542869,44.36191126519029,-51.92108232921029,183.93850860566974,r_57,r,"ToO, neutrino, r, 1154, i2, 923",ToO
3032,64238.985156657385,49.390298317605975,45.12090532503886,-29.17331773360311,160.29377248922225,r_57,r,"ToO, neutrino, r, 1154, i5, 929",ToO
3033,64239.98540598899,341.9916103664952,72.05582940730811,-30.591164266339906,104.86218166632568,r_57,r,greedy r,WFD (greedy)
3034,64240.98594796602,339.09703691784006,73.1336440776155,60.06124963383234,11.571614595303364,r_57,r,greedy r,WFD (greedy)
3035,64241.986536610275,45.544202553930894,47.32006575331127,25.14460486870429,103.06021822650992,u_24,u,"ToO, neutrino, u, 1154, i0, 918",ToO
3036,64242.98738625776,267.3908789778117,32.74807785839092,14.233959827479884,10.942251509443363,z_20,z,"twilight_near_sun, 0",twilight
3037,64243.987486945836,42.78493844109144,48.71275949141487,-58.948483123030044,185.00967040006762,r_57,r,"ToO, neutrino, r, 1154, i7, 934",ToO
3038,64244.98787000899,15.317959943682155,57.78733346304508,-36.961988223587255,140.29993496252231,r_57,r,greedy r,WFD (greedy)
3039,64245.98830896851,19.005993098134297,69.81523745278677,17.69725481067016,89.10531922780613,r_57,r,greedy r,WFD (greedy)
3040,64246.989512307635,250.50946068110514,32.8727504620862,-14.438144372728804,32.765103188067876,i_39,i,"twilight_near_sun, 0",twilight
3041,64247.989394795775,14.11434830821647,61.3103170235367,51.937444192324016,50.37246117921159,r_57,r,greedy r,WFD (greedy)
3043,64249.990377187234,13.362889008620987,70.0810754939215,-4.804700720869071,106.67291029336616,r_57,r,greedy r,WFD (greedy)
3044,64250.99177798239,229.32246016223144,27.288811284178756,29.84569811444828,346.5191027102781,r_57,r,"twilight_near_sun, 0",twilight
3045,64251.99154451347,335.796366380258,61.97147622978114,58.168490713898606,11.194719089324071,r_57,r,greedy r,WFD (greedy)
3046,64252.992070637745,333.96641355022365,60.10115242262806,-3.620440156965196,71.4765687663691,r_57,r,greedy r,WFD (greedy)
3048,64254.99379128961,254.88555005099863,32.13374692988983,50.29417806947946,330.10750552493477,r_57,r,"twilight_near_sun, 0",twilight
3049,64255.99388858873,44.66329274244062,62.979728793201964,-29.61362538991539,157.73169654710279,r_57,r,greedy r,WFD (greedy)
3051,64257.99551994986,254.9451534198655,73.68758824438939,-48.10260464965509,43.242728694779096,r_57,r,greedy r,WFD (greedy)
3052,64258.996087229265,257.6979087033174,31.51104089774249,17.90035149661964,3.8538956470470285,z_20,z,"twilight_near_sun, 0",twilight
3053,64259.99608608191,337.12383311651075,73.30087066771652,35.80991055253925,34.01658749471181,r_57,r,greedy r,WFD (greedy)
3054,64260.99673847096,330.235947474143,71.53543879640709,15.365685682051604,48.56082271601395,r_57,r,greedy r,WFD (greedy)
3055,64261.997231407644,0.5230165959692444,72.98102146814462,1.3186603079851842,89.26215385895271,r_57,r,greedy r,WFD (greedy)
3056,64262.99859940544,246.1372352313375,32.153235992386534,14.108867123698232,3.055140153629882,z_20,z,"twilight_near_sun, 0",twilight
3057,64263.998544643124,11.026822338687648,59.77851545158653,-40.8549331224343,140.4568544230768,r_57,r,greedy r,WFD (greedy)
3058,64264.99912676009,357.5427938924584,73.36261341825299,-32.25992989150787,120.18490081944064,r_57,r,greedy r,WFD (greedy)
3059,64265.99980131796,353.30633742369577,60.97864924265034,-26.523326107011364,110.85159800179173,r_57,r,greedy r,WFD (greedy)
3060,64267.00115956128,241.61399755987787,31.30585704022631,11.747867679185527,4.434773385691526,r_57,r,"twilight_near_sun, 0",twilight
3061,64268.00113934414,328.93683970369295,57.151959005756915,-6.038325013433745,69.69695956115356,r_57,r,greedy r,WFD (greedy)
3062,64269.00180926078,34.962300564046984,57.81342654347848,-30.094642990136997,149.83868934667692,r_57,r,greedy r,WFD (greedy)
3063,64270.00263101817,55.78352874053071,43.69009619884525,46.07591972078331,89.4796888505909,r_57,r,greedy r,WFD (greedy)
3064,64271.00376134351,244.02215044139706,33.04911669307967,-15.08963324637648,30.870399250541237,z_20,z,"twilight_near_sun, 0",twilight
3065,64272.0038257218,323.0233831770727,53.409451551597066,-5.671456070900782,64.50026429181128,r_57,r,greedy r,WFD (greedy)
3066,64273.004424291845,333.7185990218266,72.89012859439279,-9.076843718335404,75.88571693684347,r_57,r,greedy r,WFD (greedy)
3070,64277.103769664864,39.075055545133694,58.610600037268796,-25.001611421015372,148.00093017933526,u_24,u,"DD:XMM_LSS, 20341108, 0, 17927",DDF
3071,64278.007857829856,14.308619870890602,70.75331133015051,56.971022482515785,45.65398779126728,r_57,r,greedy r,WFD (greedy)
3073,64280.00918370311,341.66347383538,68.10523799738539,28.244466292363786,45.83987123703577,r_57,r,greedy r,WFD (greedy)
3074,64281.009980911884,326.55658598201774,51.38324172433996,45.07117323854463,16.55329862614756,r_57,r,greedy r,WFD (greedy)
3076,64283.01207198267,235.82822364859902,32.06982965375126,-19.474909307135942,33.06762593217048,r_57,r,"twilight_near_sun, 0",twilight
3077,64284.01193714603,13.64277317222964,72.99293123982866,14.846549247152161,87.27506584523589,r_57,r,greedy r,WFD (greedy)
3078,64285.01270210407,7.321840351544724,61.464591360850775,14.001801416934706,82.33673195459117,r_57,r,greedy r,WFD (greedy)
3079,64286.01343390607,30.09072000915005,55.27716850072705,-27.38312594539514,143.01692177438463,r_57,r,greedy r,WFD (greedy)
3080,64287.01480886629,242.56460634141226,32.09224445556151,-33.29970025865298,49.228090336981545,i_39,i,"twilight_near_sun, 0",twilight
3081,64288.01535869309,261.5559392172086,71.61815219407764,-45.87428822233533,48.54994153845781,r_57,r,greedy r,WFD (greedy)
3082,64289.015431681466,345.0586698327146,72.6240522294821,20.84777385264493,55.94283740599259,r_57,r,greedy r,WFD (greedy)
3083,64290.0161327446,352.1605241684409,67.10714443654686,34.99512523177882,48.19461994562565,r_57,r,greedy r,WFD (greedy)
3085,64292.01749379321,346.8109577452025,67.37938921505021,-20.734690205986517,99.26430222210857,r_57,r,greedy r,WFD (greedy)
3086,64293.018231750546,13.648278398557007,56.14808341817723,-34.65955426637776,136.4028125412759,r_57,r,greedy r,WFD (greedy)
3087,64294.018895282235,16.058241828166302,57.04793130477844,-4.86331712003308,108.65381354334201,r_57,r,greedy r,WFD (greedy)
3088,64295.02039164603,223.86802015674417,31.308254155921176,5.61603549514088,4.812800353994918,r_57,r,"twilight_near_sun, 0",twilight
3089,64296.02020737375,13.0515130231646,58.30768024148533,51.0451417703377,50.163100799198105,r_57,r,greedy r,WFD (greedy)
3090,64297.02085960329,12.721292798769596,57.79147006068873,45.72031069027442,55.20261465025146,r_57,r,greedy r,WFD (greedy)
3091,64298.02150333501,6.653189068635956,57.4413494196184,50.70733635193825,45.00084674534817,r_57,r,greedy r,WFD (greedy)
3092,64299.02294094417,227.8852427029156,32.06399839281775,42.04874551097334,328.7837760592445,z_20,z,"twilight_near_sun, 0",twilight
3093,64300.02277208014,342.45425495857876,72.4312723420742,57.31382192677439,17.140206049459994,r_57,r,greedy r,WFD (greedy)
3094,64301.02336441402,27.744854863342916,67.97883866331992,-3.3209246744857146,117.38039051029813,r_57,r,greedy r,WFD (greedy)
3095,64302.02398531791,334.48387535796076,62.087312467352476,-53.29994412914897,121.37396738048474,r_57,r,greedy r,WFD (greedy)
3096,64303.0252010127,250.61009311830608,30.466811488088748,-49.85960362739035,69.56324873376961,r_57,r,"twilight_near_sun, 0",twilight
3097,64304.025160665115,332.13243421700327,63.83566110889633,-12.116154572836694,78.11814499836872,r_57,r,greedy r,WFD (greedy)
3098,64305.02564400901,353.7467867391493,72.39289436812764,-27.51346455508804,111.92752252990826,r_57,r,greedy r,WFD (greedy)
3099,64306.02623418043,355.32456596251393,72.69906086888805,-38.07115798882432,123.87102149643445,r_57,r,greedy r,WFD (greedy)
3101,64308.02729273303,10.586341950403748,72.3909349478057,-35.21166591007398,134.50306767150724,r_57,r,greedy r,WFD (greedy)
3104,64311.02961493188,230.82597359625638,32.99480618512654,16.945822099045813,353.87962881709825,z_20,z,"twilight_near_sun, 0",twilight
3105,64312.02923647865,343.295058515374,73.36488702142034,22.752349564745533,52.33667087227996,r_57,r,greedy r,WFD (greedy)
3106,64313.029655845145,351.9718876455916,72.28341091552277,-18.701470518158125,101.51890198989233,r_57,r,greedy r,WFD (greedy)
3107,64314.030078547425,357.50302275203944,73.03380514024512,19.118153714347525,68.57728630153792,r_57,r,greedy r,WFD (greedy)
3108,64315.03126941134,242.51239213139152,32.15244382488451,-37.526037199421985,53.32005824421476,z_20,z,"twilight_near_sun, 0",twilight
3109,64316.03098979228,31.730064877876725,54.79274858135009,52.970364079067394,63.911298265048785,r_57,r,greedy r,WFD (greedy)
3110,64317.0315545987,304.50242463877794,54.8198342751352,-23.219897751363607,67.32414655460413,r_57,r,greedy r,WFD (greedy)
3111,64318.031710242045,331.34627246748715,53.61135651106641,-28.658857294204292,94.11032874125387,r_57,r,greedy r,WFD (greedy)
3112,64319.032692380955,244.61806479947495,32.02600324829924,25.41345893752043,351.2053601987453,r_57,r,"twilight_near_sun, 0",twilight
3113,64320.03237601146,326.2343788027868,50.661529315263856,19.41772206271124,41.774523346330234,r_57,r,greedy r,WFD (greedy)
3114,64321.0326062885,341.674032295413,58.79899745786057,-5.010430937492068,79.16508712085752,r_57,r,greedy r,WFD (greedy)
3115,64322.03279468481,13.547781394872757,72.09934154786296,17.143376296599975,84.7046197967238,r_57,r,greedy r,WFD (greedy)
3116,64323.03380776779,243.76255631035855,31.546019638656695,-40.79626874444064,57.43478164913718,i_39,i,"twilight_near_sun, 0",twilight
3117,64324.03335063756,18.7698290747084,57.002039144448275,21.40485145394374,84.59326411763821,r_57,r,greedy r,WFD (greedy)
3118,64325.298109988355,228.03031756315528,31.882820832650342,-50.001230660556445,60.573515967658956,y_10,y,"DD:EDFS_a, 20341228, 0, 46861",DDF
3119,64326.03371236283,26.703846341765473,60.632316941761104,-26.657720227923956,139.3895407199621,r_57,r,greedy r,WFD (greedy)
3120,64327.03469367006,227.6292717732064,32.49512154138944,-40.52488399804373,50.66165873990447,i_39,i,"twilight_near_sun, 0",twilight
3121,64328.03399621049,25.69785367808223,69.44188184472536,-19.248396004223107,131.56313339119137,r_57,r,greedy r,WFD (greedy)
3123,64330.03415024301,352.2791577273675,70.16041465794547,-4.237395268075617,87.32605573682584,r_57,r,greedy r,WFD (greedy)
3126,64333.03432823023,337.04223593557555,66.48184351061595,6.0402964273341935,63.92891675729886,r_57,r,greedy r,WFD (greedy)
3128,64335.035007663035,244.15213000132755,31.728361717838972,22.71096239330673,353.88956638862953,i_39,i,"twilight_near_sun, 0",twilight
3129,64336.03428328729,336.9951831419237,64.77302554703563,54.20559689358259,15.793901847306296,r_57,r,greedy r,WFD (greedy)
3130,64337.03416131835,341.82593404670865,65.93517295741255,-7.771922610157195,81.87743338080988,r_57,r,greedy r,WFD (greedy)
3131,64338.03410204504,345.2548625720357,65.78368459923759,49.111257351492824,27.956970807132233,r_57,r,greedy r,WFD (greedy)
3132,64339.03480839708,227.38290457237414,31.172417413410315,-48.20410768492918,59.73865200468599,z_20,z,"twilight_near_sun, 0",twilight
3133,64340.033869033825,355.08397696258623,61.080595121771076,-54.04924509285875,139.6494261902427,r_57,r,greedy r,WFD (greedy)
3134,64341.03365221525,344.86370129874103,65.73237378225592,27.553505450488352,49.17171385851015,r_57,r,greedy r,WFD (greedy)
3136,64343.034066862965,234.04101522934837,33.69338285516427,41.16933675750696,330.0471045995062,i_39,i,"twilight_near_sun, 0",twilight
3138,64345.032778886154,21.063048273489898,67.85151240158372,34.11387884348222,74.04576240502436,r_57,r,greedy r,WFD (greedy)
3139,64346.03278116159,304.1640456272474,63.66857105177379,-14.259063891574424,56.77787397719761,r_57,r,greedy r,WFD (greedy)
3140,64347.032985970865,239.11385717464165,33.20033442278692,-23.59520577542636,37.19768760219743,i_39,i,"twilight_near_sun, 0",twilight
3141,64348.032016272555,325.21162626622424,70.05268350152107,-38.24665612545515,97.65420438996237,r_57,r,greedy r,WFD (greedy)
3142,64349.03164374526,355.7123018618748,60.859892746649294,60.28182824343087,25.845228506585396,r_57,r,greedy r,WFD (greedy)
3143,64350.03126582419,344.8047711208619,60.532378769623485,-51.58934957429194,128.33600371028962,r_57,r,greedy r,WFD (greedy)
3144,64351.031615128544,238.4668008257641,31.594252999582665,39.23521136826617,335.4539071483215,z_20,z,"twilight_near_sun, 0",twilight
3145,64352.030486157164,350.890042402358,59.66707176714122,17.493805937345865,64.47556961111832,r_57,r,greedy r,WFD (greedy)
3146,64353.030041277445,343.36885945834774,65.31630114848676,29.13814463974619,46.287175871804564,r_57,r,greedy r,WFD (greedy)
3147,64354.029596409906,3.1049393267490424,67.55750462115085,26.411012992651845,66.11465875528431,r_57,r,greedy r,WFD (greedy)
3148,64355.02987850186,244.97851164302315,32.239631929178614,43.010663372934616,333.45823103193885,z_20,z,"twilight_near_sun, 0",twilight
3149,64356.02869036914,18.662826636842833,69.20018056235551,-36.97717048225809,143.10889107384537,r_57,r,greedy r,WFD (greedy)
3151,64358.027700867475,2.620573944606627,66.27871285688109,12.76846542612342,79.32512260787787,r_57,r,greedy r,WFD (greedy)
3152,64359.027935520826,241.20260032838047,31.820439148290614,-17.556127105463688,32.974377480895505,r_57,r,"twilight_near_sun, 0",twilight
3153,64360.02667473219,344.73221370501574,68.25179661962427,-44.13607497239175,120.63495281882652,r_57,r,greedy r,WFD (greedy)
3154,64361.02609946895,348.0341912152272,73.19611375018515,-36.33967275007841,115.52746825652652,r_57,r,greedy r,WFD (greedy)
3155,64362.02553624176,340.2757615851222,66.15962820734575,-19.26730751957891,91.9842103067881,r_57,r,greedy r,WFD (greedy)
3156,64363.025696363526,242.09056196943246,32.0893482084869,-51.59928475267065,67.11257913088785,z_20,z,"twilight_near_sun, 0",twilight
3157,64364.02440779457,356.02099620466294,69.58806947615037,-52.12150032065848,138.4442232585957,r_57,r,greedy r,WFD (greedy)
3159,64366.02317286437,332.7346201620966,61.54822835509179,-21.834103205018128,88.27296879208761,r_57,r,greedy r,WFD (greedy)
3160,64367.023112989344,257.1184315205236,31.95972039517347,57.8674070336998,323.22625639707746,r_57,r,"twilight_near_sun, 0",twilight
3161,64368.021893479956,343.7177454326164,72.24056142554832,56.8839194493812,18.526202324441552,r_57,r,greedy r,WFD (greedy)
3162,64369.02118733104,8.59634898240912,66.11478278581804,-41.992176735038946,139.2668035946637,r_57,r,greedy r,WFD (greedy)
3163,64370.02057133773,329.5429991289344,70.99637697821404,26.767437076069818,36.27831393881051,r_57,r,greedy r,WFD (greedy)
3164,64371.02051159994,247.02574193002144,32.87491598058296,12.058422204974912,4.696020604526108,r_57,r,"twilight_near_sun, 0",twilight
3165,64372.01906367602,357.36149204400755,73.2308458766162,24.232684615232422,63.2267312763352,r_57,r,greedy r,WFD (greedy)
3166,64373.018430076125,359.7796131936419,65.9845798052773,-47.55809821517827,137.17297055511784,r_57,r,greedy r,WFD (greedy)
3167,64374.01767121227,3.4712706049337823,68.57903488856012,-36.34472457146169,129.18354118458984,r_57,r,greedy r,WFD (greedy)
3168,64375.017586615206,254.66547500461098,32.207016611040075,-50.83315935906848,70.85266843308874,z_20,z,"twilight_near_sun, 0",twilight
3169,64376.016372213635,316.2211095129913,53.93007556151973,12.908216289415266,40.18464981105277,r_57,r,greedy r,WFD (greedy)
